,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,location,phone,display_phone,distance,latitude,longitude,city,state,postal
0,P1aQqll76KRvZHdZ8jaQvQ,the-rook-ithaca,The Rook,https://s3-media3.fl.yelpcdn.com/bphoto/muTumVlkluAHWK0VejsC-Q/o.jpg,False,https://www.yelp.com/biz/the-rook-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,112,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,['delivery'],$$,"{'address1': '404 W State St', 'address2': None, 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['404 W State St', 'Ithaca, NY 14850']}",+16073190180,(607) 319-0180,3630.2689646418908,42.4395866394043,-76.5042343139648,Ithaca,NY,14850
1,4o6C5dFjyjBvF1g9st78NA,ithaca-ale-house-ithaca,Ithaca Ale House,https://s3-media1.fl.yelpcdn.com/bphoto/rqYo717ItIy9ZBdXz-Ui2g/o.jpg,False,https://www.yelp.com/biz/ithaca-ale-house-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,448,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,['delivery'],$$,"{'address1': '111 N Aurora St', 'address2': None, 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['111 N Aurora St', 'Ithaca, NY 14850']}",+16072567977,(607) 256-7977,3919.1104923245475,42.4400199,-76.4955,Ithaca,NY,14850
2,7LQgO9CBIOzzkWs4ydJ9JQ,ithaca-beer-company-ithaca-2,Ithaca Beer Company,https://s3-media1.fl.yelpcdn.com/bphoto/DCiaVDoJy9LAR8ASJYTsfA/o.jpg,False,https://www.yelp.com/biz/ithaca-beer-company-ithaca-2?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,451,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"['pickup', 'delivery']",$$,"{'address1': '122 Ithaca Beer Dr', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['122 Ithaca Beer Dr', 'Ithaca, NY 14850']}",+16072730766,(607) 273-0766,1831.2586720549448,42.4164907168615,-76.534820777893,Ithaca,NY,14850
3,T-n8QFMx2zceV5M_ZKtgIA,reds-place-ithaca,Red's Place,https://s3-media4.fl.yelpcdn.com/bphoto/1UTb-o_8YgSJZXQliYDuXQ/o.jpg,False,https://www.yelp.com/biz/reds-place-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,180,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,['delivery'],$$,"{'address1': '107 N Aurora St', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['107 N Aurora St', 'Ithaca, NY 14850']}",+16073194486,(607) 319-4486,3908.8407927090575,42.4398241192102,-76.4955872297287,Ithaca,NY,14850
4,09QMJJNUCcadmk0brs4LSg,the-establishment-ithaca,The Establishment,https://s3-media2.fl.yelpcdn.com/bphoto/SitftkySPU6eewP322S2KQ/o.jpg,False,https://www.yelp.com/biz/the-establishment-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,6,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,['delivery'],$$,"{'address1': '130 Statler Dr', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14853', 'country': 'US', 'state': 'NY', 'display_address': ['130 Statler Dr', 'Ithaca, NY 14853']}",+18005412501,(800) 541-2501,5077.927952614967,42.4464908,-76.4822262,Ithaca,NY,14853
5,h0nPGPVrqZHCrrauTrywrA,mix-kitchen-and-bar-ithaca-11,MIX Kitchen & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/LVkDgxxE7b-Dh6bEao8rPQ/o.jpg,False,https://www.yelp.com/biz/mix-kitchen-and-bar-ithaca-11?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,302,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,['delivery'],$$,"{'address1': '205 Elmira Rd', 'address2': None, 'address3': None, 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['205 Elmira Rd', 'Ithaca, NY 14850']}",+16073194248,(607) 319-4248,2677.87328115426,42.4303125,-76.5031673,Ithaca,NY,14850
6,ntH3yiPIjLyMxYDCfY-UUQ,simeons-on-the-commons-ithaca,Simeon's On The Commons,https://s3-media4.fl.yelpcdn.com/bphoto/2TaVrMrzujSe9_dNSubfAQ/o.jpg,False,https://www.yelp.com/biz/simeons-on-the-commons-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,211,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",3.5,['delivery'],$$,"{'address1': '224 E State St', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['224 E State St', 'Ithaca, NY 14850']}",+16072722212,(607) 272-2212,3892.2213835356742,42.43985,-76.49584,Ithaca,NY,14850
7,MBISWEvAzDb710ZCyvNu2A,sunset-grill-ithaca,Sunset Grill,https://s3-media1.fl.yelpcdn.com/bphoto/mAa-6PRyk3VPcQEm77E9HQ/o.jpg,False,https://www.yelp.com/biz/sunset-grill-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,89,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,['delivery'],$$,"{'address1': '823 Danby Rd', 'address2': None, 'address3': None, 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['823 Danby Rd', 'Ithaca, NY 14850']}",+16072721986,(607) 272-1986,2762.2113109446095,42.4288822040669,-76.4972962343933,Ithaca,NY,14850
8,lncA9vgtds17wx47oyATQA,the-bistro-at-la-tourelle-ithaca,The Bistro at La Tourelle,https://s3-media2.fl.yelpcdn.com/bphoto/_bf5VYcPtl9U7-LMJ4Yd3Q/o.jpg,False,https://www.yelp.com/biz/the-bistro-at-la-tourelle-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,33,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$$,"{'address1': '1150 Danby Rd', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['1150 Danby Rd', 'Ithaca, NY 14850']}",+16072732734,(607) 273-2734,1276.6086162468264,42.401611,-76.5027959,Ithaca,NY,14850
9,bf-6Bh9gM6gEJHr4tdd7iA,maxies-supper-club-and-oyster-bar-ithaca,Maxie's Supper Club & Oyster Bar,https://s3-media2.fl.yelpcdn.com/bphoto/GgYRjeFGIm8WKlCAu0Solw/o.jpg,False,https://www.yelp.com/biz/maxies-supper-club-and-oyster-bar-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,400,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'southern', 'title': 'Southern'}]",4.0,['delivery'],$$,"{'address1': '635 W State St', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['635 W State St', 'Ithaca, NY 14850']}",+16072724136,(607) 272-4136,3468.647676496221,42.4389899,-76.51012,Ithaca,NY,14850
10,AeWKgDveIWXCDP5O9HzO3Q,mahogany-grill-ithaca,Mahogany Grill,https://s3-media2.fl.yelpcdn.com/bphoto/3_4XYEMjzw01l6NYsuezfg/o.jpg,False,https://www.yelp.com/biz/mahogany-grill-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,217,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",3.5,"['pickup', 'delivery']",$$,"{'address1': '112 N Aurora St', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['112 N Aurora St', 'Ithaca, NY 14850']}",+16072721438,(607) 272-1438,3912.1244365577636,42.440089,-76.49592,Ithaca,NY,14850
11,1KWaczlXfDi9Z3urqlh_Yw,dolce-delight-ithaca-4,Dolce Delight,https://s3-media1.fl.yelpcdn.com/bphoto/_G78WqSVCgoudoslH2exmw/o.jpg,False,https://www.yelp.com/biz/dolce-delight-ithaca-4?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,99,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,[],$,"{'address1': '1080 Danby Rd', 'address2': None, 'address3': None, 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['1080 Danby Rd', 'Ithaca, NY 14850']}",+16072720282,(607) 272-0282,1012.9626780783175,42.408231,-76.503321,Ithaca,NY,14850
12,rRnTrn2lHoSX7tSnylX6jg,the-watershed-ithaca,The Watershed,https://s3-media4.fl.yelpcdn.com/bphoto/2N19apufwIK8M5p7GiC7Qw/o.jpg,False,https://www.yelp.com/biz/the-watershed-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,49,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,['delivery'],,"{'address1': '121 West State St', 'address2': '', 'address3': None, 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['121 West State St', 'Ithaca, NY 14850']}",+16073450691,(607) 345-0691,3713.698594678712,42.43932,-76.49977,Ithaca,NY,14850
13,k9UObyytIt6xmo-vzdpPdg,northstar-house-ithaca,Northstar House,https://s3-media1.fl.yelpcdn.com/bphoto/d9BxfugyXis49wqS2PU_Nw/o.jpg,False,https://www.yelp.com/biz/northstar-house-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,176,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",3.5,['delivery'],$$,"{'address1': '202 E Falls St', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['202 E Falls St', 'Ithaca, NY 14850']}",+16072168580,(607) 216-8580,5195.086630549811,42.452794,-76.4973746,Ithaca,NY,14850
