,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,location,phone,display_phone,distance,latitude,longitude,city,state,postal
0,wJvd9PLqiuNtP-DIkxieJw,spicy-asian-ithaca,Spicy Asian,https://s3-media3.fl.yelpcdn.com/bphoto/hxH0Ob5mCncgg3brFrK6NQ/o.jpg,False,https://www.yelp.com/biz/spicy-asian-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,116,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}]",4.0,['pickup'],$$,"{'address1': '335 Elmira Rd', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['335 Elmira Rd', 'Ithaca, NY 14850']}",+16072777017,(607) 277-7017,1946.0181009892974,42.42544,-76.51254,Ithaca,NY,14850
1,DnQwknnYIw7yCTrw_BeLaw,tian-jin-foods-天津小吃-ithaca,Tian Jin Foods 天津小吃,https://s3-media1.fl.yelpcdn.com/bphoto/_3YF--SWkpvbj5_phn4yjg/o.jpg,False,https://www.yelp.com/biz/tian-jin-foods-%E5%A4%A9%E6%B4%A5%E5%B0%8F%E5%90%83-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,40,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.5,[],,"{'address1': '171 E State St', 'address2': 'Ste 136', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['171 E State St', 'Ste 136', 'Ithaca, NY 14850']}",+19177312258,(917) 731-2258,3802.6287904231745,42.4393780039299,-76.4970342814922,Ithaca,NY,14850
2,bXfIkF9q3Fx9FGS9-hcHUA,ling-ling-kitchen-ithaca,Ling Ling Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/X5tAQ9kHO2tDxU04pNmb1g/o.jpg,False,https://www.yelp.com/biz/ling-ling-kitchen-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,20,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"['delivery', 'pickup']",,"{'address1': '222 Elmira Rd', 'address2': 'Ste 9', 'address3': None, 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['222 Elmira Rd', 'Ste 9', 'Ithaca, NY 14850']}",+16072720718,(607) 272-0718,2546.9473547538187,42.430026,-76.506842,Ithaca,NY,14850
3,QSGSWUCRzhoQa-v5dGoD6g,asia-cuisine-ithaca,Asia Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/se_zbjdWGM-UaDh4t5swMg/o.jpg,False,https://www.yelp.com/biz/asia-cuisine-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,193,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}]",4.0,['delivery'],$$,"{'address1': '126 N Aurora St', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['126 N Aurora St', 'Ithaca, NY 14850']}",+16072568818,(607) 256-8818,3944.9532288171526,42.44038,-76.49583,Ithaca,NY,14850
4,ptAp0HWJar6Bk18HX--UuQ,hai-hong-restaurant-ithaca,Hai Hong Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/FmZRNFYeqxhZGGzxIjyTuw/o.jpg,False,https://www.yelp.com/biz/hai-hong-restaurant-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,63,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",3.5,"['delivery', 'pickup']",$$,"{'address1': '208B Dryden Rd', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['208B Dryden Rd', 'Ithaca, NY 14850']}",+16072721668,(607) 272-1668,4540.9550495157655,42.44192,-76.48462,Ithaca,NY,14850
5,JlCzPAtL7rA5GdCmyUEPow,de-tasty-hot-pot-ithaca-2,De Tasty Hot Pot,https://s3-media1.fl.yelpcdn.com/bphoto/117FpG0SyQZ43naUH7lsUw/o.jpg,False,https://www.yelp.com/biz/de-tasty-hot-pot-ithaca-2?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,100,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['delivery', 'pickup']",$$,"{'address1': '422 Eddy St', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['422 Eddy St', 'Ithaca, NY 14850']}",+16078212312,(607) 821-2312,4432.197244545803,42.442215,-76.4876175,Ithaca,NY,14850
6,7SYHfmqP7Xw_Wd0zZ5kTAQ,spring-buffet-and-grill-ithaca,Spring Buffet & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/uMg9NPq9IoX0BiVmmfKFyA/o.jpg,False,https://www.yelp.com/biz/spring-buffet-and-grill-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,44,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['delivery', 'pickup']",$$,"{'address1': '106 Fairgrounds Memorial Pkwy', 'address2': '', 'address3': 'South Meadow Square', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['106 Fairgrounds Memorial Pkwy', 'South Meadow Square', 'Ithaca, NY 14850']}",+16072777888,(607) 277-7888,2546.6576617984865,42.43081,-76.51203,Ithaca,NY,14850
7,uh1SSWqq0-IV_BY78Lpz_Q,ling-ling-garden-ithaca,Ling Ling Garden,https://s3-media2.fl.yelpcdn.com/bphoto/14eXguER5HFKoAYYKNLzfg/o.jpg,False,https://www.yelp.com/biz/ling-ling-garden-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,28,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"['delivery', 'pickup']",$,"{'address1': '331 Pine Tree Rd', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['331 Pine Tree Rd', 'Ithaca, NY 14850']}",+16072731668,(607) 273-1668,5450.109716349381,42.4377198747966,-76.4627899,Ithaca,NY,14850
8,ejHduGcJr28ehsdSXaiZXw,jade-garden-restaurant-ithaca-2,Jade Garden Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/d4GRJsmVK09Y6rQdQcDfrw/o.jpg,False,https://www.yelp.com/biz/jade-garden-restaurant-ithaca-2?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,37,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'buffets', 'title': 'Buffets'}]",3.0,"['delivery', 'pickup']",$,"{'address1': '108 S Meadow St', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['108 S Meadow St', 'Ithaca, NY 14850']}",+16072728880,(607) 272-8880,3483.514180573487,42.43891,-76.50858,Ithaca,NY,14850
9,7FD_ny67bnS6Zm3oa104VA,taste-of-thai-express-ithaca,Taste of Thai Express,https://s3-media1.fl.yelpcdn.com/bphoto/aamFZ1ZpeCXxjHRff8FJjw/o.jpg,False,https://www.yelp.com/biz/taste-of-thai-express-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,206,"[{'alias': 'thai', 'title': 'Thai'}]",3.5,"['delivery', 'pickup']",$$,"{'address1': '209 S Meadow St', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['209 S Meadow St', 'Ithaca, NY 14850']}",+16072728424,(607) 272-8424,3368.864561307744,42.43772,-76.50797,Ithaca,NY,14850
10,hKxb9hKV6yb8K12Y7ccGMw,tamarind-ithaca-2,Tamarind,https://s3-media2.fl.yelpcdn.com/bphoto/ne_ae2gv8Ixq1RiEcsGktQ/o.jpg,False,https://www.yelp.com/biz/tamarind-ithaca-2?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,131,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",3.5,"['delivery', 'pickup']",$$,"{'address1': '503 N Meadow St', 'address2': '', 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['503 N Meadow St', 'Ithaca, NY 14850']}",+16072772220,(607) 277-2220,3978.1799096200375,42.44345,-76.50826,Ithaca,NY,14850
11,DwDG6QlTL-NEiHvT98MwIg,fusia-bento-bar-ithaca,Fusia Bento Bar,https://s3-media4.fl.yelpcdn.com/bphoto/D8zfsNeQSyjUSPAkQloEkQ/o.jpg,False,https://www.yelp.com/biz/fusia-bento-bar-ithaca?adjust_creative=By4LztDH6ULQMoOWW73Uag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=By4LztDH6ULQMoOWW73Uag,8,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"['delivery', 'pickup']",,"{'address1': '405 College Ave', 'address2': None, 'address3': '', 'city': 'Ithaca', 'zip_code': '14850', 'country': 'US', 'state': 'NY', 'display_address': ['405 College Ave', 'Ithaca, NY 14850']}",+16073194558,(607) 319-4558,4525.557434669989,42.44186,-76.48511,Ithaca,NY,14850
